-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,6.428571428572065827e+01,8.571428571429422050e+01,-1.428571428571570401e+01,-2.142857142857355512e+01
2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,5.714285714286281603e+01,7.142857142857852182e+01,8.571428571429422050e+01,-2.857142857143140802e+01,2.857142857143140802e+01,5.000000000000496669e+01
2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,4.285714285714711025e+01,5.000000000000496669e+01,5.714285714286281603e+01,7.142857142857852182e+01,8.571428571429422050e+01,-2.857142857143140802e+01,2.857142857143140802e+01,5.714285714286281603e+01
2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,5.714285714286281603e+01,6.428571428572065827e+01,7.857142857143637116e+01,-3.571428571428926091e+01,2.142857142857355512e+01,3.571428571428926091e+01
2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,5.714285714286281603e+01,7.857142857143637116e+01,1.000000000000099334e+02,7.142857142857852004e+00,1.428571428571570401e+01
2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,4.285714285714711025e+01,4.285714285714711025e+01,5.714285714286281603e+01,7.142857142857852182e+01,9.285714285715208405e+01,-7.142857142857852004e+00,-1.428571428571570401e+01
1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,6.428571428572065827e+01,8.571428571429422050e+01,-1.428571428571570401e+01,-3.571428571428926091e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,3.571428571428926091e+01,5.000000000000496669e+01,5.714285714286281603e+01,7.857142857143637116e+01,-2.857142857143140802e+01,8.571428571429422050e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.714285714286281603e+01,7.142857142857852182e+01,-3.571428571428926091e+01,7.142857142857852182e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.000000000000496669e+01,6.428571428572065827e+01,1.000000000000099334e+02,5.714285714286281603e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,5.000000000000496669e+01,6.428571428572065827e+01,9.285714285715208405e+01,4.285714285714711025e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,2.857142857143140802e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.714285714286281603e+01,8.571428571429422050e+01,2.857142857143140802e+01
1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,1.428571428571570401e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.142857142857355512e+01,2.857142857143140802e+01,3.571428571428926091e+01,4.285714285714711025e+01,5.714285714286281603e+01,7.857142857143637116e+01,2.142857142857355512e+01
