-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.714285714285724538e+01,5.714285714285724538e+01,7.142857142857154429e+01,7.857142857142871151e+01,9.285714285714303173e+01,-2.142857142857146613e+01,1.428571428571431134e+01,9.285714285714303173e+01,3.571428571428577214e+01
3.571428571428577214e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.000000000000008527e+01,5.714285714285724538e+01,6.428571428571439128e+01,7.142857142857154429e+01,8.571428571428586451e+01,1.000000000000001705e+02,-2.142857142857146613e+01,2.142857142857146613e+01,1.000000000000001705e+02,5.000000000000008527e+01
2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.000000000000008527e+01,5.714285714285724538e+01,6.428571428571439128e+01,7.857142857142871151e+01,9.285714285714303173e+01,-2.857142857142862269e+01,7.142857142857155672e+00,7.857142857142871151e+01,7.142857142857155672e+00
2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.000000000000008527e+01,5.714285714285724538e+01,6.428571428571439128e+01,7.857142857142871151e+01,1.000000000000001705e+02,-1.428571428571431134e+01,5.000000000000008527e+01,9.285714285714303173e+01
2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.714285714285724538e+01,7.142857142857154429e+01,8.571428571428586451e+01,-2.857142857142862269e+01,2.857142857142862269e+01,5.000000000000008527e+01
2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.714285714285724538e+01,6.428571428571439128e+01,7.857142857142871151e+01,1.000000000000001705e+02,7.142857142857155672e+00,1.428571428571431134e+01
2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.714285714285724538e+01,7.142857142857154429e+01,9.285714285714303173e+01,-7.142857142857155672e+00,-1.428571428571431134e+01
2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,6.428571428571439128e+01,8.571428571428586451e+01,-2.142857142857146613e+01,1.000000000000001705e+02
1.428571428571431134e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,5.714285714285724538e+01,7.857142857142871151e+01,-2.857142857142862269e+01,7.857142857142871151e+01
1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.714285714285724538e+01,7.142857142857154429e+01,-3.571428571428577214e+01,6.428571428571439128e+01
1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.000000000000008527e+01,6.428571428571439128e+01,1.000000000000001705e+02,5.000000000000008527e+01
1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,3.571428571428577214e+01,3.571428571428577214e+01,5.000000000000008527e+01,6.428571428571439128e+01,9.285714285714303173e+01,3.571428571428577214e+01
1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,1.428571428571431134e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.142857142857146613e+01,2.857142857142862269e+01,2.857142857142862269e+01,3.571428571428577214e+01,4.285714285714293226e+01,5.714285714285724538e+01,8.571428571428586451e+01,2.142857142857146613e+01
