1.071874999999999773e+03,5.625000000000000000e+01,6.534090909090917165e+00,-2.055084745762712117e+01,-3.578767123287670415e+01,-4.673295454545453964e+01,-5.449029126213591212e+01,-5.993589743589743080e+01,-6.448863636363635976e+01,-6.789383561643835208e+01,-7.088509316770186786e+01,-7.321428571428572241e+01,-7.532894736842105488e+01,-7.702205882352942012e+01,-7.859589041095890138e+01,-7.988197424892705101e+01,-8.102226720647773561e+01,-8.204022988505747094e+01,-8.295454545454545325e+01
1.071874999999999773e+03,2.348214285714285552e+02,1.232142857142857224e+02,6.741071428571427759e+01,3.392857142857141639e+01,1.160714285714286120e+01,-4.336734693877552616e+00,-1.629464285714286120e+01,-2.559523809523810556e+01,-3.206521739130434412e+01,-3.832236842105263008e+01,-4.352409638554216542e+01,-4.791666666666667140e+01,-5.167525773195875871e+01,-5.449029126213591212e+01,-5.738636363636364734e+01,-5.959051724137931672e+01,-6.189024390243902474e+01,-6.366279069767442422e+01
1.071874999999999773e+03,4.208333333333333144e+02,2.348214285714285552e+02,1.604166666666666572e+02,1.130681818181818414e+02,7.361111111111111427e+01,5.120967741935484696e+01,3.020833333333332504e+01,1.718749999999997868e+01,6.534090909090917165e+00,-4.336734693877552616e+00,-1.155660377358491786e+01,-1.776315789473685669e+01,-2.439516129032257652e+01,-2.897727272727273018e+01,-3.303571428571429180e+01,-3.665540540540540349e+01,-3.990384615384615330e+01,-4.283536585365854421e+01
1.071874999999999773e+03,5.696428571428571104e+02,3.687499999999998863e+02,2.605769230769230944e+02,1.929687499999999432e+02,1.343749999999999432e+02,1.038043478260869676e+02,8.028846153846154721e+01,5.625000000000000000e+01,4.204545454545453964e+01,3.020833333333332504e+01,1.718749999999997868e+01,9.011627906976759306e+00,1.902173913043481157e+00,-4.336734693877552616e+00,-1.155660377358491786e+01,-1.629464285714286120e+01,-2.055084745762712117e+01,-2.439516129032257652e+01
1.071874999999999773e+03,8.374999999999997726e+02,4.859374999999998863e+02,3.687499999999998863e+02,2.605769230769230944e+02,1.929687499999999432e+02,1.467105263157894797e+02,1.130681818181818414e+02,8.750000000000000000e+01,6.741071428571427759e+01,5.120967741935484696e+01,3.786764705882352899e+01,3.020833333333332504e+01,2.019230769230768630e+01,1.160714285714286120e+01,4.166666666666651864e+00,-2.343750000000011102e+00,-6.250000000000000000e+00,-1.155660377358491786e+01
1.071874999999999773e+03,1.071874999999999773e+03,6.812499999999998863e+02,4.208333333333333144e+02,2.906249999999999432e+02,2.348214285714285552e+02,1.757352941176470438e+02,1.343749999999999432e+02,1.038043478260869676e+02,8.028846153846154721e+01,6.163793103448276156e+01,5.120967741935484696e+01,3.786764705882352899e+01,2.668918918918918948e+01,1.718749999999997868e+01,1.160714285714286120e+01,4.166666666666651864e+00,-2.343750000000011102e+00,-8.088235294117641416e+00
1.071874999999999773e+03,1.071874999999999773e+03,6.812499999999998863e+02,4.859374999999998863e+02,3.261363636363636829e+02,2.348214285714285552e+02,1.757352941176470438e+02,1.232142857142857224e+02,9.531249999999997158e+01,7.361111111111111427e+01,5.625000000000000000e+01,4.204545454545453964e+01,3.020833333333332504e+01,2.019230769230768630e+01,1.160714285714286120e+01,4.166666666666651864e+00,-2.343750000000011102e+00,-8.088235294117641416e+00,-1.319444444444444287e+01
1.071874999999999773e+03,2.243749999999999545e+03,8.374999999999997726e+02,4.208333333333333144e+02,2.605769230769230944e+02,1.757352941176470438e+02,1.130681818181818414e+02,8.028846153846154721e+01,5.120967741935484696e+01,3.020833333333332504e+01,-8.405612244897959329e+01,-8.535156250000000000e+01,-8.664529914529914834e+01,-8.743297587131367266e+01,-8.886579572446555630e+01,-8.927345537757437910e+01,-9.006885593220339103e+01,-9.043367346938775597e+01,-9.071782178217821979e+01
1.071874999999999773e+03,2.243749999999999545e+03,6.812499999999998863e+02,-5.492788461538461320e+01,-6.578467153284671554e+01,-7.193113772455090782e+01,-7.632575757575756370e+01,-7.944078947368421950e+01,-8.154527559055118502e+01,-8.307761732851986380e+01,-8.463114754098360493e+01,-8.637354651162790731e+01,-8.739919354838710319e+01,-8.845443349753693951e+01,-8.904789719626168676e+01,-8.978758169934640421e+01,-9.041411042944784526e+01,-9.096820809248555406e+01,-9.135147601476015211e+01
1.071874999999999773e+03,2.243749999999999545e+03,2.243749999999999545e+03,-5.738636363636364734e+01,-6.527777777777778567e+01,-7.242647058823528994e+01,-7.702205882352942012e+01,-7.996794871794872961e+01,-8.197115384615385381e+01,-8.416385135135135442e+01,-8.530564263322884244e+01,-8.649135446685878037e+01,-8.769685039370078528e+01,-8.875899280575539763e+01,-8.941873589164785585e+01,-9.013157894736842479e+01,-9.047256097560976684e+01,-9.098557692307693401e+01,-9.165925266903914803e+01
