-3.750000000000000000e+01,-6.875000000000000000e+01,-7.916666666666665719e+01,-8.437500000000000000e+01,-8.750000000000000000e+01,-8.959027315123250901e+01,-9.107737698677071592e+01,-9.218750000000000000e+01,-9.305555555555555713e+01,-9.375000000000000000e+01,-9.431818181818182723e+01,-9.478819212808538452e+01,-9.519230769230769340e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.516688918558076438e+01,-3.741655540720961426e+01,-5.827770360480640477e+01,-6.870827770360480713e+01,-7.496662216288385139e+01,-7.916666666666665719e+01,-8.214285714285713880e+01,-8.435413885180240356e+01,-8.609256786826880159e+01,-8.748331108144191148e+01,-8.863636363636364024e+01,-8.956942590120161185e+01,-9.038461538461538680e+01,-9.105950791531566324e+01,-9.166666666666667140e+01,-9.217706942590120889e+01,-9.263724181261288493e+01,-9.304628393413439369e+01,-9.341226899023259023e+01,-9.373328877005347692e+01,-9.403967194354376602e+01,-9.429536327126687922e+01,-9.454339095512484903e+01,-9.477774064171123314e+01,-9.497991967871486452e+01,-9.516652918127449823e+01,nan,nan,nan,nan,nan,nan,nan,nan
8.787575150300601479e+01,-6.062124248496991719e+00,-3.737474949899800691e+01,-5.303106212424849275e+01,-6.242484969939879846e+01,-6.875000000000000000e+01,-7.321428571428570820e+01,-7.651553106212425348e+01,-7.912491649966599994e+01,-8.121242484969938857e+01,-8.295454545454545325e+01,-8.434368737474949285e+01,-8.557692307692308020e+01,-8.655335628227194888e+01,-8.747494989979959712e+01,-8.823418674698795883e+01,-8.894848520570552353e+01,-8.956245824983299997e+01,-9.011180255247336390e+01,-9.056841046277665441e+01,-9.103557085484797540e+01,-9.142582769343331961e+01,-9.179861779371883301e+01,-9.214034205231388341e+01,-9.243951612903225623e+01,-9.273030397022333204e+01,-9.299955197132617002e+01,-9.324956797235023487e+01,-9.346917450365725699e+01,-9.368686868686867797e+01,-9.389051808406647126e+01,-9.406945850202428971e+01,-9.424917188075082208e+01,-9.441831388425815419e+01
1.506684491978609799e+02,2.533422459893048995e+01,-1.644385026737968758e+01,-3.733288770053475503e+01,-4.986631016042781539e+01,-5.833333333333332860e+01,-6.428571428571427759e+01,-6.866644385026738462e+01,-7.207327971403037736e+01,-7.486595174262733110e+01,-7.721195916383082647e+01,-7.905495978552279723e+01,-8.071781160016453782e+01,-8.204710838759096703e+01,-8.328877005347594320e+01,-8.429121983914210148e+01,-8.525479710600818350e+01,-8.607397504456328363e+01,-8.677155354875122839e+01,-8.739919354838710319e+01,-8.803140559172730661e+01,-8.854472140762463539e+01,-8.901324270479315715e+01,-8.949932795698924792e+01,-8.989218328840969718e+01,-9.025467775467775766e+01,-9.061561561561562428e+01,-9.097516365036581476e+01,-9.126281453867660787e+01,-9.153116531165311187e+01,-9.180435352740623500e+01,-9.206046747967479860e+01,-9.230105937423010687e+01,-9.250719309462915874e+01
2.145973154362416437e+02,5.729865771812081476e+01,4.865771812080521563e+00,-2.135067114093959262e+01,-3.708053691275166841e+01,-4.774247491638795537e+01,-5.520783564261824949e+01,-6.067533557046979809e+01,-6.504474272930649192e+01,-6.854026845637584131e+01,-7.149589540893887829e+01,-7.378355704697987960e+01,-7.588114226910214200e+01,-7.752876318312560500e+01,-7.909698996655518499e+01,-8.033766778523489904e+01,-8.149427556257403182e+01,-8.252237136465325307e+01,-8.344224655598728191e+01,-8.421717171717170913e+01,-8.501917545541705579e+01,-8.560350122850121579e+01,-8.622943595769683611e+01,-8.684764309764310042e+01,-8.733108108108108070e+01,-8.777705345501955492e+01,-8.822975517890772323e+01,-8.868846525096525113e+01,-8.900422237860661312e+01,-8.937074829931972886e+01,-8.971362738643844636e+01,-9.003507653061224403e+01,-9.030406453614644136e+01,-9.058923910861273043e+01
2.780241935483870748e+02,8.901209677419355160e+01,2.600806451612902492e+01,-5.493951612903225090e+00,-2.439516129032257652e+01,-3.724899598393574252e+01,-4.621342512908776712e+01,-5.274697580645161565e+01,-5.799731182795697748e+01,-6.219758064516127405e+01,-6.577217962760131797e+01,-6.849798387096774377e+01,-7.103799814643187460e+01,-7.299827188940093947e+01,-7.479838709677420638e+01,-7.627783400809717307e+01,-7.776328273244781997e+01,-7.899865591397849585e+01,-8.010398981324277656e+01,-8.102226720647773561e+01,-8.192596876807402850e+01,-8.267738359201773335e+01,-8.343054082714741071e+01,-8.418522267206476783e+01,-8.469387755102040671e+01,-8.528257456828886518e+01,-8.582766439909296707e+01,-8.638937282229966286e+01,-8.675098925946862494e+01,-8.719262295081966840e+01,-8.760576414595452377e+01,-8.794367283950617775e+01,-8.830901608679386072e+01,-8.865286855482933959e+01
3.422169811320754889e+02,1.211084905660377444e+02,4.740566037735849392e+01,1.055424528301887044e+01,-1.155660377358491786e+01,-2.664319248826290121e+01,-3.712273641851106021e+01,-4.472287735849056389e+01,-5.086477987421383773e+01,-5.577830188679244827e+01,-5.998719590268886037e+01,-6.314858490566037830e+01,-6.614301191765980548e+01,-6.841307277628033034e+01,-7.065727699530516759e+01,-7.223045023696683131e+01,-7.398723640399555279e+01,-7.543238993710691886e+01,-7.672542204568023294e+01,-7.778436018957346221e+01,-7.884224779959376406e+01,-7.970779220779220964e+01,-8.059006211180124524e+01,-8.148696682464454000e+01,-8.205741626794258536e+01,-8.274751564225249467e+01,-8.338649654439129222e+01,-8.405612244897959329e+01,-8.445789124668434056e+01,-8.497596153846154721e+01,-8.546060794044664988e+01,-8.591496394230769340e+01,-8.627580149319278746e+01,-8.667945439045183775e+01
4.067567567567567721e+02,1.533783783783783861e+02,6.891891891891890509e+01,2.668918918918918948e+01,1.351351351351337549e+00,-1.599462365591398694e+01,-2.799539170506911745e+01,-3.665540540540540349e+01,-4.369369369369368172e+01,-4.932432432432432279e+01,-5.417888563049852735e+01,-5.777027027027027373e+01,-6.122828784119107581e+01,-6.380308880308880504e+01,-6.639784946236559904e+01,-6.815557065217390686e+01,-7.019077901430843269e+01,-7.184684684684685863e+01,-7.332859174964438864e+01,-7.452445652173913970e+01,-7.573757763975154944e+01,-7.671385991058122045e+01,-7.772630078403420839e+01,-7.877038043478260931e+01,-7.939560439560439420e+01,-8.018808114961962019e+01,-8.092185592185592213e+01,-8.170374707259952629e+01,-8.213945513431130507e+01,-8.273480662983425304e+01,-8.329174835145249745e+01,-8.381388121546960690e+01,-8.421717171717170913e+01,-8.468137254901961342e+01
4.716463414634145579e+02,1.858231707317072789e+02,9.054878048780487632e+01,4.291158536585364658e+01,1.432926829268290625e+01,-5.303030303030298320e+00,-1.883116883116882079e+01,-2.854420731707317671e+01,-3.648373983739837456e+01,-4.283536585365853711e+01,-4.834710743801653621e+01,-5.236280487804878447e+01,-5.629370629370629331e+01,-5.916811846689895305e+01,-6.212121212121213176e+01,-6.405291411042945526e+01,-6.637374461979914031e+01,-6.824186991869918018e+01,-6.991335044929397213e+01,-7.124233128834356421e+01,-7.261174408413673120e+01,-7.369528619528618663e+01,-7.483896940418679833e+01,-7.603527607361962737e+01,-7.670807453416148292e+01,-7.760391782130912475e+01,-7.843340234644583120e+01,-7.933201058201058231e+01,-7.979525862068965125e+01,-8.046875000000000000e+01,-8.109879032258065479e+01,-8.168945312500000000e+01,-8.213264722698684750e+01,-8.265815760266370660e+01
5.377551020408164959e+02,2.188775510204082195e+02,1.125850340136054228e+02,5.943877551020410976e+01,2.755102040816328568e+01,5.574324324324320123e+00,-9.507722007721985946e+00,-2.028061224489794512e+01,-2.913832199546484247e+01,-3.622448979591835894e+01,-4.241400491400491291e+01,-4.685374149659864429e+01,-5.127338877338878120e+01,-5.444606413994171135e+01,-5.777027027027028794e+01,-6.014030612244896901e+01,-6.248499399759903383e+01,-6.456916099773243900e+01,-6.643394199785177534e+01,-6.789383561643835208e+01,-6.963070942662778862e+01,-7.061128526645768488e+01,-7.188905547226387682e+01,-7.324486301369861962e+01,-7.413793103448276156e+01,-7.495993589743589780e+01,-7.588734567901234129e+01,-7.690886699507389324e+01,-7.755028735632184578e+01,-7.814685314685314665e+01,-7.885179336792239724e+01,-7.951267482517482676e+01,-8.013350286077557882e+01,-8.058202154101077497e+01
