4.587499999999999091e+03,5.495867768595039848e+01,3.591160220994482621e+00,-2.219917012448132709e+01,-3.791390728476821437e+01,-4.820441988950275913e+01,-5.556872037914691731e+01,-6.109958506224067065e+01,-6.546961325966850609e+01,-6.890547263681592938e+01,-7.171945701357465452e+01,-7.406639004149377570e+01,-7.605363984674329458e+01,-7.775800711743772808e+01,-7.925884955752212591e+01,-8.052959501557633359e+01,-8.167155425219941378e+01,-8.268698060941828487e+01,-8.359580052493438984e+01,-8.441396508728179526e+01,-8.514263074484944127e+01,-8.581694402420573908e+01,-8.642288196958725166e+01,-8.697916666666667140e+01,-8.750000000000000000e+01,-8.797305965362411939e+01,-8.841161928306550521e+01,-8.881932021466904814e+01,-8.919930875576037010e+01,-8.955431754874652484e+01,-8.988673139158575509e+01,-9.019864087820177190e+01,-9.049188640973630982e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.587499999999999091e+03,2.073770491803279015e+02,1.038043478260869676e+02,5.243902439024390105e+01,2.254901960784312465e+01,1.902173913043481157e+00,-1.279069767441859362e+01,-2.346938775510205488e+01,-3.206521739130434412e+01,-3.892508143322474723e+01,-4.436201780415430562e+01,-4.904891304347825809e+01,-5.288944723618089938e+01,-5.629370629370629331e+01,-5.915032679738562393e+01,-6.165644171779140947e+01,-6.394230769230770051e+01,-6.590909090909092072e+01,-6.767241379310344485e+01,-6.926229508196722406e+01,-7.070312500000000000e+01,-7.201492537313433218e+01,-7.317596566523604906e+01,-7.427983539094650212e+01,-7.529644268774703164e+01,-7.620558375634517745e+01,-7.707823960880195102e+01,-7.786304604486421965e+01,-7.862029646522235282e+01,-7.930463576158940953e+01,-7.994652406417111479e+01,-8.056994818652849233e+01,-8.113682092555332304e+01,-8.167155425219941378e+01,-8.217680608365019168e+01,-8.265494912118410298e+01,-8.310810810810811233e+01,-8.355263157894736992e+01,-8.396065012831479635e+01,-8.434891485809683331e+01,-8.471882640586797208e+01,-8.507165605095541139e+01,-8.540856031128404879e+01,-8.573059360730593426e+01,-8.603871928518242385e+01,-8.633381924198251056e+01,-8.660714285714286120e+01,-8.687893631910426961e+01,-8.713991769547324395e+01,-8.739071956960322041e+01,-8.763192612137203241e+01,-8.786407766990291179e+01,-8.808767471410419603e+01,-8.830318153462258124e+01,-8.851102941176471006e+01,-8.871161950632149740e+01,-8.889875666074600247e+01,-8.908614668218859833e+01,-8.926731539782484504e+01,-8.944256756756756488e+01,-8.961218836565096524e+01,-8.977644492911667840e+01,-8.993558776167472502e+01,-9.008985200845665986e+01,-9.023437500000000000e+01,-9.037968188814777193e+01,-9.052072800808898023e+01,nan,nan
4.587499999999999091e+03,3.464285714285714448e+02,1.929687499999999432e+02,1.205882352941176663e+02,7.688679245283016428e+01,4.763779527559055538e+01,2.668918918918918948e+01,1.094674556213017880e+01,-1.315789473684203514e+00,-1.113744075829383817e+01,-1.918103448275861922e+01,-2.588932806324111269e+01,-3.156934306569343462e+01,-3.644067796610169552e+01,-4.066455696202532266e+01,-4.436201780415430562e+01,-4.762569832402234482e+01,-5.039682539682539186e+01,-5.300751879699247837e+01,-5.525059665871121695e+01,-5.738636363636364734e+01,-5.923913043478260221e+01,-6.093750000000000000e+01,-6.257485029940119858e+01,-6.401151631477925719e+01,-6.534195933456561534e+01,-6.657754010695187219e+01,-6.772805507745268017e+01,-6.880199667221297943e+01,-6.980676328502414663e+01,-7.070312500000000000e+01,-7.159090909090909349e+01,-7.242647058823528994e+01,-7.321428571428572241e+01,-7.392211404728790569e+01,-7.462787550744249643e+01,-7.526385224274406482e+01,-7.589974293059125898e+01,-7.650375939849624274e+01,-7.705018359853120558e+01,-7.759856630824373269e+01,-7.809579439252335931e+01,-7.859589041095890138e+01,-7.905027932960894077e+01,-7.948577680525164624e+01,-7.992505353319057804e+01,-8.032528856243442306e+01,-8.072970195272353067e+01,-8.109879032258065479e+01,-8.147233201581028084e+01,-8.181377303588747907e+01,-8.214285714285713880e+01,-8.247663551401869597e+01,-8.278236914600550733e+01,-8.309287646528403570e+01,-8.337765957446808329e+01,-8.365300784655622124e+01,-8.393316195372750599e+01,-8.419055649241147421e+01,-8.443983402489627110e+01,-8.469387755102040671e+01,-8.492765273311897545e+01,-8.516613924050633955e+01,-8.538581449727202255e+01,-8.559907834101382207e+01,-8.581694402420573908e+01,-8.601789709172258824e+01,-8.621323529411763786e+01,-8.641304347826086030e+01
4.587499999999999091e+03,4.514705882352940876e+02,2.676470588235294485e+02,1.798507462686566782e+02,1.232142857142857224e+02,8.564356435643564680e+01,5.889830508474575765e+01,3.888888888888886441e+01,2.417218543046357837e+01,1.160714285714286120e+01,1.351351351351337549e+00,-7.178217821782173047e+00,-1.399082568807339300e+01,-2.021276595744681970e+01,-2.529880478087649465e+01,-3.003731343283583399e+01,-3.397887323943662352e+01,-3.770764119601329867e+01,-4.085173501577287425e+01,-4.369369369369368883e+01,-4.627507163323782891e+01,-4.863013698630136616e+01,-5.078740157480314821e+01,-5.277078085642317262e+01,-5.460048426150121514e+01,-5.629370629370629331e+01,-5.777027027027027373e+01,-5.923913043478260221e+01,-6.052631578947368496e+01,-6.181262729124236444e+01,-6.301775147928994159e+01,-6.408045977011494188e+01,-6.508379888268156321e+01,-6.609403254972875175e+01,-6.698943661971831887e+01,-6.783876500857633118e+01,-6.869782971619365242e+01,-6.946254071661238072e+01,-7.019077901430843269e+01,-7.088509316770186786e+01,-7.159090909090909349e+01,-7.222222222222221433e+01,-7.282608695652173481e+01,-7.340425531914893043e+01,-7.395833333333334281e+01,-7.448979591836734926e+01,-7.503328894806924154e+01,-7.552219321148825770e+01,-7.599231754161331764e+01,-7.644472361809044969e+01,-7.688039457459925075e+01,-7.730024213075060402e+01,-7.770511296076098517e+01,-7.809579439252335931e+01,-7.847301951779563467e+01,-7.883747178329571170e+01,-7.921286031042129139e+01,-7.955288985823337100e+01,-7.988197424892705101e+01,-8.020063357972544793e+01,-8.050935550935551532e+01,-8.080859774820879693e+01,-8.109879032258065479e+01,-8.138033763654419772e+01,-8.165362035225048487e+01,-8.191899710703953019e+01,-8.217680608365019168e+01,-8.242736644798500834e+01,-8.267097966728280767e+01
4.587499999999999091e+03,5.250000000000000000e+02,3.261363636363636829e+02,2.177966101694915153e+02,1.533783783783783861e+02,1.106741573033707624e+02,8.028846153846154721e+01,5.889830508474575765e+01,4.097744360902255778e+01,2.668918918918918948e+01,1.503067484662576803e+01,5.337078651685378539e+00,-2.343750000000011102e+00,-9.420289855072461194e+00,-1.515837104072398311e+01,-2.055084745762712117e+01,-2.500000000000000000e+01,-2.924528301886793002e+01,-3.279569892473118387e+01,-3.600682593856655700e+01,-3.892508143322474723e+01,-4.158878504672897236e+01,-4.402985074626866435e+01,-4.627507163323782891e+01,-4.834710743801653621e+01,-5.026525198938991679e+01,-5.204603580562660170e+01,-5.358910891089108475e+01,-5.514354066985644920e+01,-5.649651972157773372e+01,-5.786516853932583615e+01,-5.906113537117904144e+01,-6.027542372881355703e+01,-6.134020618556701265e+01,-6.242484969939879846e+01,-6.337890625000000000e+01,-6.428571428571427759e+01,-6.521335807050093081e+01,-6.603260869565217206e+01,-6.681415929203539861e+01,-6.761658031088082055e+01,-6.832770270270269464e+01,-6.900826446280991888e+01,-6.966019417475727948e+01,-7.033227848101266488e+01,-7.093023255813952233e+01,-7.150455927051670812e+01,-7.205663189269746738e+01,-7.258771929824561653e+01,-7.313753581661892156e+01,-7.362869198312236563e+01,-7.410220994475137957e+01,-7.455902306648576428e+01,-7.500000000000000000e+01,-7.545811518324607903e+01,-7.586872586872587476e+01,-7.626582278481012622e+01,-7.665006226650061194e+01,-7.702205882352942012e+01,-7.738238841978287041e+01,-7.775800711743772808e+01,-7.809579439252335931e+01,-7.842347525891830173e+01,-7.874149659863944350e+01,-7.905027932960894077e+01,-7.935022026431718700e+01,-7.966377440347072536e+01,-7.994652406417111479e+01,-8.022151898734176712e+01
4.587499999999999091e+03,5.696428571428571104e+02,3.360465116279070230e+02,2.289473684210525732e+02,1.640845070422535059e+02,1.180232558139535257e+02,8.750000000000000000e+01,6.304347826086957696e+01,4.534883720930231732e+01,3.111888111888112718e+01,1.867088607594935468e+01,9.011627906976759306e+00,8.064516129032250902e-01,-6.250000000000000000e+00,-1.279069767441859362e+01,-1.812227074235808288e+01,-2.283950617283950635e+01,-2.704280155642022621e+01,-3.055555555555556779e+01,-3.397887323943662352e+01,-3.708053691275166841e+01,-3.990384615384615330e+01,-4.230769230769231370e+01,-4.469026548672566435e+01,-4.673295454545453964e+01,-4.877049180327869493e+01,-5.052770448548813675e+01,-5.216836734693877276e+01,-5.381773399014778647e+01,-5.525059665871121695e+01,-5.659722222222222143e+01,-5.786516853932583615e+01,-5.906113537117904144e+01,-6.019108280254776844e+01,-6.134020618556701265e+01,-6.234939759036144125e+01,-6.330724070450097685e+01,-6.421755725190840280e+01,-6.508379888268156321e+01,-6.590909090909092072e+01,-6.669626998223800740e+01,-6.744791666666667140e+01,-6.816638370118846524e+01,-6.885382059800664933e+01,-6.951219512195122263e+01,-7.014331210191082278e+01,-7.074882995319813972e+01,-7.133027522935779530e+01,-7.188905547226387682e+01,-7.242647058823528994e+01,-7.294372294372294618e+01,-7.344192634560906185e+01,-7.392211404728790569e+01,-7.438524590163935102e+01,-7.483221476510067305e+01,-7.526385224274406482e+01,-7.568093385214007185e+01,-7.608418367346938282e+01,-7.647427854454203100e+01,-7.685185185185184764e+01,-7.721749696233293037e+01,-7.757177033492823170e+01,-7.791519434628975205e+01,-7.824825986078887752e+01,-7.857142857142856940e+01,-7.888513513513512976e+01,-7.918978912319644792e+01,-7.948577680525164624e+01,-7.977346278317152439e+01
4.587499999999999091e+03,7.361111111111111427e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.587499999999999091e+03,1.403846153846153868e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.587499999999999091e+03,1.840909090909090935e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.587499999999999091e+03,1.929687499999999432e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
